kind,source,symbol,guide,note
api,src/app/api/forms/analytics/targets/[targetId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/targets/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/bootstrap/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/events/trigger/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/executions/[executionId]/claim/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/executions/[executionId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/executions/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/models/[modelId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/models/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/navigation/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/projects/[projectId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/projects/ensure-units/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/projects/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/scheduler/route.ts,,docs/engineering/runtime-surfaces.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/subtypes/[subtypeId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/subtypes/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/templates/[templateId]/application/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/templates/[templateId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/templates/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
